"Ano","Espécie","Anos de Serviço do Segurado","Sexo","Clientela","Qte Benefícios Concedidos","Vlr Benefícios Concedidos (R$)","Vlr Benef Concedidos (Mil R$)"
"2006","46-Ap Tempo Contrib Especial","25 Anos","Masculino","Urbana","619","1269146,45","1269,15"
"2006","46-Ap Tempo Contrib Especial","26 Anos","Masculino","Urbana","194","386172,65","386,17"
"2006","46-Ap Tempo Contrib Especial","27 Anos","Masculino","Urbana","91","192613,50","192,61"
"2006","46-Ap Tempo Contrib Especial","28 Anos","Masculino","Urbana","50","96765,15","96,77"
"2006","46-Ap Tempo Contrib Especial","29 Anos","Masculino","Urbana","15","29617,25","29,62"
"2006","46-Ap Tempo Contrib Especial","30 Anos","Masculino","Urbana","15","21618,85","21,62"
"2006","46-Ap Tempo Contrib Especial","31 Anos","Masculino","Urbana","3","6819,75","6,82"
"2006","46-Ap Tempo Contrib Especial","33 Anos","Masculino","Urbana","1","300,00","0,30"
"2006","46-Ap Tempo Contrib Especial","38 Anos","Masculino","Urbana","1","557,10","0,56"
"2006","46-Ap Tempo Contrib Especial","40 Anos e Mais","Masculino","Urbana","1","350,00","0,35"
"2006","46-Ap Tempo Contrib Especial","Ignorado","Masculino","Urbana","26","33322,25","33,32"
"2006","Outras Ap Tempo Contrib","30 Anos","Masculino","Urbana","163","255893,60","255,89"
"2006","Outras Ap Tempo Contrib","31 Anos","Masculino","Urbana","42","72054,00","72,05"
"2006","Outras Ap Tempo Contrib","32 Anos","Masculino","Urbana","16","25292,10","25,29"
"2006","Outras Ap Tempo Contrib","33 Anos","Masculino","Urbana","6","9894,85","9,89"
"2006","Outras Ap Tempo Contrib","34 Anos","Masculino","Urbana","3","6444,00","6,44"
"2006","Outras Ap Tempo Contrib","35 Anos","Masculino","Urbana","5","10272,70","10,27"
"2006","Outras Ap Tempo Contrib","37 Anos","Masculino","Urbana","1","2779,00","2,78"
"2006","Outras Ap Tempo Contrib","39 Anos","Masculino","Urbana","2","3656,10","3,66"
"2006","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Rural","19","11087,75","11,09"
"2006","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Rural","62","30812,85","30,81"
"2006","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Rural","224","92932,65","92,93"
"2006","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Rural","144","62539,85","62,54"
"2006","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Rural","128","61376,00","61,38"
"2006","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Rural","401","228011,00","228,01"
"2006","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Rural","150","81510,55","81,51"
"2006","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Rural","100","60204,40","60,20"
"2006","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Rural","57","34865,55","34,87"
"2006","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Rural","52","30140,65","30,14"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","5","2424,15","2,42"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","7","2794,55","2,79"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","24","17691,75","17,69"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","18","10055,25","10,06"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","4","2410,90","2,41"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","1653,05","1,65"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","415,10","0,42"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","478,50","0,48"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","1642,90","1,64"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","36","20224,95","20,22"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","39","21193,30","21,19"
"2006","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Rural","51","24207,75","24,21"
"2006","42-Ap Tempo Contrib Lops","25 Anos","Feminino","Urbana","970","659760,60","659,76"
"2006","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Urbana","4202","2105659,60","2105,66"
"2006","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Urbana","11764","5779497,05","5779,50"
"2006","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Urbana","5881","3431562,45","3431,56"
"2006","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Urbana","3909","2609861,15","2609,86"
"2006","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Urbana","24828","24513618,50","24513,62"
"2006","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Urbana","4860","5124127,20","5124,13"
"2006","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Urbana","2077","2336568,15","2336,57"
"2006","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Urbana","1057","1228540,90","1228,54"
"2006","42-Ap Tempo Contrib Lops","34 Anos","Feminino","Urbana","581","724165,15","724,17"
"2006","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Urbana","440","587730,50","587,73"
"2006","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Urbana","259","334813,95","334,81"
"2006","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Urbana","153","193010,95","193,01"
"2006","42-Ap Tempo Contrib Lops","38 Anos","Feminino","Urbana","100","137773,25","137,77"
"2006","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Urbana","70","85562,75","85,56"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","14","16507,90","16,51"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","34","39512,65","39,51"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","42","51393,30","51,39"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","2801,40","2,80"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","300,00","0,30"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","1581,30","1,58"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","2","3622,50","3,62"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","2","1025,85","1,03"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","4","5707,80","5,71"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","13","12200,40","12,20"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","5","5497,50","5,50"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","2801,75","2,80"
"2006","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Urbana","309","210770,70","210,77"
"2006","46-Ap Tempo Contrib Especial","Até 15 Anos","Feminino","Urbana","1","788,55","0,79"
"2006","46-Ap Tempo Contrib Especial","16 Anos","Feminino","Urbana","1","1554,00","1,55"
"2006","46-Ap Tempo Contrib Especial","20 Anos","Feminino","Urbana","1","2372,30","2,37"
"2006","46-Ap Tempo Contrib Especial","21 Anos","Feminino","Urbana","2","1793,40","1,79"
"2006","46-Ap Tempo Contrib Especial","22 Anos","Feminino","Urbana","1","1024,45","1,02"
"2006","46-Ap Tempo Contrib Especial","23 Anos","Feminino","Urbana","1","815,50","0,82"
"2006","46-Ap Tempo Contrib Especial","24 Anos","Feminino","Urbana","3","3329,55","3,33"
"2006","46-Ap Tempo Contrib Especial","25 Anos","Feminino","Urbana","30","38588,70","38,59"
"2006","46-Ap Tempo Contrib Especial","26 Anos","Feminino","Urbana","12","16407,50","16,41"
"2006","46-Ap Tempo Contrib Especial","27 Anos","Feminino","Urbana","3","6295,10","6,30"
"2006","46-Ap Tempo Contrib Especial","Ignorado","Feminino","Urbana","2","2240,40","2,24"
"2006","Outras Ap Tempo Contrib","25 Anos","Feminino","Urbana","2301","2187482,50","2187,48"
"2006","Outras Ap Tempo Contrib","26 Anos","Feminino","Urbana","595","551273,95","551,27"
"2006","Outras Ap Tempo Contrib","27 Anos","Feminino","Urbana","320","304070,50","304,07"
"2006","Outras Ap Tempo Contrib","28 Anos","Feminino","Urbana","198","200802,45","200,80"
"2006","Outras Ap Tempo Contrib","29 Anos","Feminino","Urbana","106","105149,80","105,15"
"2006","Outras Ap Tempo Contrib","30 Anos","Feminino","Urbana","54","55163,85","55,16"
"2006","Outras Ap Tempo Contrib","31 Anos","Feminino","Urbana","29","36995,60","37,00"
"2006","Outras Ap Tempo Contrib","32 Anos","Feminino","Urbana","17","26345,05","26,35"
"2006","Outras Ap Tempo Contrib","33 Anos","Feminino","Urbana","11","16488,10","16,49"
"2006","Outras Ap Tempo Contrib","34 Anos","Feminino","Urbana","9","16559,45","16,56"
"2006","Outras Ap Tempo Contrib","35 Anos","Feminino","Urbana","1","2576,40","2,58"
"2006","Outras Ap Tempo Contrib","36 Anos","Feminino","Urbana","1","2238,95","2,24"
"2006","Outras Ap Tempo Contrib","37 Anos","Feminino","Urbana","4","6814,60","6,81"
"2006","Outras Ap Tempo Contrib","38 Anos","Feminino","Urbana","1","661,50","0,66"
"2006","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","1","629,65","0,63"
"2006","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","1","350,00","0,35"
"2006","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","2","3598,70","3,60"
"2006","Outras Ap Tempo Contrib","Ignorado","Feminino","Urbana","25","16991,65","16,99"
"2006","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Rural","1","350,00","0,35"
"2006","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Rural","16","5670,15","5,67"
"2006","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Rural","11","3874,90","3,87"
"2006","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Rural","7","2737,80","2,74"
"2006","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Rural","30","12222,75","12,22"
"2006","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Rural","9","3000,00","3,00"
"2006","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Rural","6","3534,80","3,53"
"2006","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Rural","3","1198,75","1,20"
"2006","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Rural","1","350,00","0,35"
"2006","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Rural","2","942,55","0,94"
"2006","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Rural","3","1425,00","1,43"
"2006","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Rural","1","350,00","0,35"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","1","350,00","0,35"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","1","350,00","0,35"
"2006","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","1","300,00","0,30"
"2006","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Rural","10","3778,20","3,78"
"2007","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Urbana","3468","3713367,64","3713,37"
"2007","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Urbana","6413","5225135,23","5225,14"
"2007","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Urbana","19232","14013711,62","14013,71"
"2007","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Urbana","13181","11253578,76","11253,58"
"2007","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Urbana","8123","7743527,23","7743,53"
"2007","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Urbana","62514","80797372,94","80797,37"
"2007","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Urbana","16380","21602301,06","21602,30"
"2007","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Urbana","9060","12457128,95","12457,13"
"2007","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Urbana","5076","7301858,23","7301,86"
"2007","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Urbana","2905","4447367,36","4447,37"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","430","731163,21","731,16"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","246","437757,76","437,76"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","152","271174,81","271,17"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1784","2761958,70","2761,96"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1048","1713379,34","1713,38"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","666","1189978,22","1189,98"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","3","7397,07","7,40"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","3","9362,07","9,36"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","8","18708,45","18,71"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","2801,75","2,80"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","2894,08","2,89"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","2894,08","2,89"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","2","5935,98","5,94"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1","2894,08","2,89"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","36","69353,29","69,35"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","33","66486,44","66,49"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","84","167301,23","167,30"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","75","141244,72","141,24"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","5","11727,22","11,73"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","5","13021,08","13,02"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","25","53251,08","53,25"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","12","20323,12","20,32"
"2007","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Urbana","2054","2277702,18","2277,70"
"2007","46-Ap Tempo Contrib Especial","Até 15 Anos","Masculino","Urbana","161","266704,19","266,70"
"2007","46-Ap Tempo Contrib Especial","16 Anos","Masculino","Urbana","25","50738,67","50,74"
"2007","46-Ap Tempo Contrib Especial","17 Anos","Masculino","Urbana","21","40305,96","40,31"
"2007","46-Ap Tempo Contrib Especial","18 Anos","Masculino","Urbana","25","57231,20","57,23"
"2007","46-Ap Tempo Contrib Especial","19 Anos","Masculino","Urbana","29","58450,74","58,45"
"2007","46-Ap Tempo Contrib Especial","20 Anos","Masculino","Urbana","19","39260,61","39,26"
"2007","46-Ap Tempo Contrib Especial","21 Anos","Masculino","Urbana","12","24911,97","24,91"
"2007","46-Ap Tempo Contrib Especial","22 Anos","Masculino","Urbana","7","10835,84","10,84"
"2007","46-Ap Tempo Contrib Especial","23 Anos","Masculino","Urbana","4","7881,58","7,88"
"2007","46-Ap Tempo Contrib Especial","24 Anos","Masculino","Urbana","16","33771,38","33,77"
"2007","46-Ap Tempo Contrib Especial","25 Anos","Masculino","Urbana","863","1817762,93","1817,76"
"2007","46-Ap Tempo Contrib Especial","26 Anos","Masculino","Urbana","336","704518,49","704,52"
"2007","46-Ap Tempo Contrib Especial","27 Anos","Masculino","Urbana","177","378745,10","378,75"
"2007","46-Ap Tempo Contrib Especial","28 Anos","Masculino","Urbana","83","167063,14","167,06"
"2007","46-Ap Tempo Contrib Especial","29 Anos","Masculino","Urbana","35","71401,04","71,40"
"2007","46-Ap Tempo Contrib Especial","30 Anos","Masculino","Urbana","20","34093,68","34,09"
"2007","46-Ap Tempo Contrib Especial","31 Anos","Masculino","Urbana","7","13405,26","13,41"
"2007","46-Ap Tempo Contrib Especial","32 Anos","Masculino","Urbana","1","1634,15","1,63"
"2007","46-Ap Tempo Contrib Especial","33 Anos","Masculino","Urbana","4","5609,94","5,61"
"2007","46-Ap Tempo Contrib Especial","Ignorado","Masculino","Urbana","32","67710,77","67,71"
"2007","Outras Ap Tempo Contrib","30 Anos","Masculino","Urbana","210","316745,38","316,75"
"2007","Outras Ap Tempo Contrib","31 Anos","Masculino","Urbana","49","85501,42","85,50"
"2007","Outras Ap Tempo Contrib","32 Anos","Masculino","Urbana","28","51490,36","51,49"
"2007","Outras Ap Tempo Contrib","33 Anos","Masculino","Urbana","15","22607,14","22,61"
"2007","Outras Ap Tempo Contrib","34 Anos","Masculino","Urbana","6","11318,13","11,32"
"2007","Outras Ap Tempo Contrib","35 Anos","Masculino","Urbana","3","5472,85","5,47"
"2007","Outras Ap Tempo Contrib","36 Anos","Masculino","Urbana","3","6431,50","6,43"
"2007","Outras Ap Tempo Contrib","37 Anos","Masculino","Urbana","1","2473,80","2,47"
"2007","Outras Ap Tempo Contrib","38 Anos","Masculino","Urbana","1","628,90","0,63"
"2007","Outras Ap Tempo Contrib","39 Anos","Masculino","Urbana","1","380,00","0,38"
"2007","Outras Ap Tempo Contrib","40 Anos e Mais","Masculino","Urbana","1","2894,08","2,89"
"2007","Outras Ap Tempo Contrib","Ignorado","Masculino","Urbana","4","4512,49","4,51"
"2007","Outras Ap Tempo Contrib","Ignorado","Masculino","Urbana","1","1372,94","1,37"
"2007","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Rural","12","8067,08","8,07"
"2007","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Rural","23","11222,27","11,22"
"2007","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Rural","144","60947,63","60,95"
"2007","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Rural","93","43004,19","43,00"
"2007","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Rural","84","39119,78","39,12"
"2007","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Rural","299","170360,16","170,36"
"2007","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Rural","118","64128,51","64,13"
"2007","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Rural","67","39303,15","39,30"
"2007","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Rural","36","20376,85","20,38"
"2007","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Rural","33","22833,19","22,83"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","15","10766,21","10,77"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","18","13677,72","13,68"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","380,00","0,38"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","26","14948,43","14,95"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","7","3795,38","3,80"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","6","4163,17","4,16"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","528,96","0,53"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","7","4654,39","4,65"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","5","3930,74","3,93"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","1","862,22","0,86"
"2007","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Rural","83","49051,92","49,05"
"2007","42-Ap Tempo Contrib Lops","25 Anos","Feminino","Urbana","878","608800,60","608,80"
"2007","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Urbana","3207","1662937,31","1662,94"
"2007","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Urbana","14260","7152990,14","7152,99"
"2007","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Urbana","8066","4712809,89","4712,81"
"2007","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Urbana","4836","3141636,13","3141,64"
"2007","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Urbana","36403","37262676,45","37262,68"
"2007","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Urbana","7940","9201860,27","9201,86"
"2007","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Urbana","4166","5278483,55","5278,48"
"2007","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Urbana","2073","2799463,68","2799,46"
"2007","42-Ap Tempo Contrib Lops","34 Anos","Feminino","Urbana","1090","1539619,25","1539,62"
"2007","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Urbana","701","1017324,49","1017,32"
"2007","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Urbana","372","527902,90","527,90"
"2007","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Urbana","277","414544,63","414,54"
"2007","42-Ap Tempo Contrib Lops","38 Anos","Feminino","Urbana","148","230637,29","230,64"
"2007","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Urbana","92","131177,23","131,18"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","13","19698,07","19,70"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","11","12470,42","12,47"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","17","25267,91","25,27"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","72","106858,54","106,86"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","50","64644,39","64,64"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","3","6792,50","6,79"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","2894,08","2,89"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","3","7611,90","7,61"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","921,88","0,92"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","1","2894,08","2,89"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","4","9604,72","9,60"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","2","1475,92","1,48"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","2","2290,96","2,29"
"2007","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Urbana","406","283451,56","283,45"
"2007","46-Ap Tempo Contrib Especial","16 Anos","Feminino","Urbana","1","1208,02","1,21"
"2007","46-Ap Tempo Contrib Especial","19 Anos","Feminino","Urbana","1","897,18","0,90"
"2007","46-Ap Tempo Contrib Especial","21 Anos","Feminino","Urbana","1","1803,55","1,80"
"2007","46-Ap Tempo Contrib Especial","22 Anos","Feminino","Urbana","2","2563,10","2,56"
"2007","46-Ap Tempo Contrib Especial","23 Anos","Feminino","Urbana","2","2089,62","2,09"
"2007","46-Ap Tempo Contrib Especial","24 Anos","Feminino","Urbana","1","951,14","0,95"
"2007","46-Ap Tempo Contrib Especial","25 Anos","Feminino","Urbana","67","100202,51","100,20"
"2007","46-Ap Tempo Contrib Especial","26 Anos","Feminino","Urbana","15","20637,73","20,64"
"2007","46-Ap Tempo Contrib Especial","27 Anos","Feminino","Urbana","6","9635,86","9,64"
"2007","46-Ap Tempo Contrib Especial","28 Anos","Feminino","Urbana","1","2197,16","2,20"
"2007","Outras Ap Tempo Contrib","25 Anos","Feminino","Urbana","2997","2851225,57","2851,23"
"2007","Outras Ap Tempo Contrib","26 Anos","Feminino","Urbana","760","714409,11","714,41"
"2007","Outras Ap Tempo Contrib","27 Anos","Feminino","Urbana","493","487017,29","487,02"
"2007","Outras Ap Tempo Contrib","28 Anos","Feminino","Urbana","281","298185,70","298,19"
"2007","Outras Ap Tempo Contrib","29 Anos","Feminino","Urbana","172","194982,16","194,98"
"2007","Outras Ap Tempo Contrib","30 Anos","Feminino","Urbana","139","163127,38","163,13"
"2007","Outras Ap Tempo Contrib","31 Anos","Feminino","Urbana","49","66003,97","66,00"
"2007","Outras Ap Tempo Contrib","32 Anos","Feminino","Urbana","1","812,06","0,81"
"2007","Outras Ap Tempo Contrib","32 Anos","Feminino","Urbana","20","21295,25","21,30"
"2007","Outras Ap Tempo Contrib","33 Anos","Feminino","Urbana","18","22973,12","22,97"
"2007","Outras Ap Tempo Contrib","34 Anos","Feminino","Urbana","11","21576,78","21,58"
"2007","Outras Ap Tempo Contrib","35 Anos","Feminino","Urbana","4","2294,44","2,29"
"2007","Outras Ap Tempo Contrib","36 Anos","Feminino","Urbana","3","6380,96","6,38"
"2007","Outras Ap Tempo Contrib","37 Anos","Feminino","Urbana","1","596,60","0,60"
"2007","Outras Ap Tempo Contrib","38 Anos","Feminino","Urbana","4","6843,42","6,84"
"2007","Outras Ap Tempo Contrib","39 Anos","Feminino","Urbana","3","4322,88","4,32"
"2007","Outras Ap Tempo Contrib","Ignorado","Feminino","Urbana","34","21971,61","21,97"
"2007","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Rural","5","1870,00","1,87"
"2007","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Rural","8","2950,00","2,95"
"2007","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Rural","4","1520,00","1,52"
"2007","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Rural","13","5378,14","5,38"
"2007","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Rural","3","1409,00","1,41"
"2007","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Rural","3","1110,00","1,11"
"2007","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Rural","2","730,00","0,73"
"2007","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Rural","2","1180,10","1,18"
"2007","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Rural","1","589,05","0,59"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","1","475,38","0,48"
"2007","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","1","2011,34","2,01"
"2007","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Rural","19","7216,55","7,22"
"2009","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Urbana","2641","3257426,46","3257,43"
"2009","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Urbana","4602","4174083,80","4174,08"
"2009","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Urbana","13840","10981518,72","10981,52"
"2009","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Urbana","19276","16163089,76","16163,09"
"2009","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Urbana","9875","9489674,74","9489,67"
"2009","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Urbana","82713","117465662,99","117465,66"
"2009","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Urbana","21884","31000554,40","31000,55"
"2009","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Urbana","12309","18258414,66","18258,41"
"2009","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Urbana","7718","12063462,98","12063,46"
"2009","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Urbana","4872","7973805,62","7973,81"
